,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,result
3211,60,745,17,41.0,0,572.0,0.0,0.0,16.0,0.0,55,61,0
2453,121,1815,150,46.0,0,2035.67,0.0,616.0,223.0,124.0,16,8,0
1284,80,2324,35,44.0,1,0.0,0.0,583.0,-999.0,500.0,56,38,1
325,60,554,239,32.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2998,60,3159,146,41.0,1,0.0,0.0,661.0,-999.0,271.0,56,38,1
2131,91,2969,88,28.0,1,513.76,0.0,939.0,52.0,0.0,16,21,0
4591,71,3498,138,46.0,0,770.0,300.0,767.0,141.0,390.0,16,16,0
1296,30,2565,32,29.0,0,599.04,0.0,541.0,13.0,9.0,56,13,0
4793,96,63,300,80.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4302,0,2730,35,54.0,0,0.0,0.0,0.0,-999.0,738.0,56,38,1
1439,0,1983,14,53.0,1,8962.22,0.0,0.0,200.0,856.0,43,72,0
4417,0,2000,47,27.0,1,0.0,0.0,0.0,-999.0,0.0,40,72,1
1999,33,1328,146,52.0,1,8000.0,0.0,975.0,122.0,495.0,56,38,0
1901,0,2857,35,31.0,0,0.0,0.0,763.0,-999.0,391.0,56,38,1
1751,0,1783,219,32.0,0,0.0,0.0,351.0,-999.0,161.0,56,38,1
1168,0,919,17,40.0,1,958.0,0.0,632.0,44.0,334.0,55,61,0
1256,96,1979,267,37.0,1,1000.0,0.0,789.0,104.0,0.0,56,38,0
13,0,29,27,78.0,0,0.0,0.0,0.0,-999.0,760.0,56,26,1
3233,0,3311,145,33.0,1,625.0,0.0,455.0,85.0,40.0,56,2,0
3833,71,1815,35,47.0,0,0.0,0.0,0.0,-999.0,382.0,56,38,1
176,106,906,270,24.0,1,815.1,0.0,388.0,35.0,500.0,21,19,0
4633,59,1345,219,27.0,0,0.0,0.0,0.0,-999.0,229.0,56,38,1
3727,33,380,145,50.0,1,0.0,0.0,0.0,-999.0,0.0,56,2,1
328,46,3564,35,41.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4147,36,2993,285,30.0,0,557.44,0.0,724.0,48.0,223.0,77,54,0
688,152,1325,150,25.0,0,517.92,0.0,662.0,16.0,0.0,16,8,0
1913,0,2590,270,29.0,1,0.0,0.0,695.0,-999.0,131.0,21,19,1
2200,5,598,163,51.0,1,561.6,0.0,664.0,77.0,21.0,42,33,0
4064,38,945,40,53.0,1,0.0,0.0,0.0,-999.0,37.0,16,6,1
4672,66,3564,300,49.0,1,0.0,0.0,0.0,-999.0,175.0,56,38,1
490,0,1651,34,31.0,1,725.0,0.0,640.0,25.0,417.0,56,51,0
568,121,3493,100,30.0,1,650.0,0.0,582.0,49.0,0.0,56,26,0
4073,0,875,37,26.0,0,1800.0,0.0,521.0,30.0,477.0,56,38,0
3666,89,2205,83,26.0,0,416.0,0.0,601.0,47.0,0.0,16,20,0
1706,15,2816,300,38.0,1,625.91,0.0,670.0,205.0,298.0,56,38,0
3936,0,3164,35,30.0,1,800.0,0.0,558.0,12.0,377.0,56,38,0
4003,30,196,221,56.0,0,1846.58,0.0,614.0,215.0,0.0,16,20,0
3953,0,19,88,77.0,0,0.0,0.0,0.0,-999.0,624.0,16,21,1
2678,33,170,83,51.0,1,1300.0,0.0,883.0,222.0,402.0,16,20,0
1947,120,825,320,33.0,1,0.0,0.0,0.0,-999.0,0.0,44,72,1
4683,0,2059,52,67.0,0,0.0,0.0,0.0,-999.0,492.0,77,54,1
530,121,1898,300,42.0,1,969.28,0.0,682.0,26.0,0.0,56,38,0
4996,33,1914,70,44.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2054,5,3564,144,44.0,0,0.0,0.0,0.0,-999.0,354.0,56,51,1
3962,30,945,73,33.0,1,450.0,0.0,698.0,63.0,0.0,39,17,0
3550,5,2745,27,44.0,1,0.0,0.0,0.0,-999.0,17.0,56,26,1
729,165,1191,211,38.0,1,910.8,0.0,585.0,30.0,0.0,56,51,0
577,0,3367,146,25.0,1,613.6,0.0,744.0,41.0,527.0,56,38,0
1939,163,2062,146,68.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
814,30,3317,27,31.0,0,0.0,0.0,0.0,-999.0,219.0,58,18,1
740,0,3564,229,28.0,0,1200.0,0.0,714.0,65.0,363.0,56,26,0
3690,0,3228,216,35.0,1,0.0,0.0,780.0,-999.0,335.0,55,70,1
2817,0,3564,144,63.0,1,0.0,0.0,0.0,-999.0,88.0,56,51,1
4968,30,1366,229,29.0,0,601.12,0.0,443.0,90.0,18.0,56,26,0
4564,0,1226,29,36.0,1,0.0,0.0,790.0,-999.0,895.0,21,19,1
4722,0,757,83,35.0,0,0.0,0.0,0.0,-999.0,0.0,16,20,1
4359,0,1709,83,41.0,0,492.0,0.0,650.0,45.0,111.0,16,20,0
3651,30,1268,219,35.0,0,747.68,0.0,900.0,70.0,232.0,56,38,0
251,0,3564,208,34.0,1,1308.72,0.0,695.0,57.0,0.0,21,19,0
1090,59,1810,100,48.0,0,509.6,0.0,463.0,20.0,111.0,56,26,0
1356,0,3564,321,0.0,2,0.0,0.0,0.0,-999.0,0.0,81,72,1
4972,0,2721,8,33.0,1,0.0,0.0,489.0,-999.0,313.0,56,51,1
1027,63,2987,216,38.0,1,0.0,0.0,0.0,-999.0,0.0,27,72,1
1951,96,703,17,44.0,1,766.85,0.0,647.0,97.0,0.0,58,2,0
2697,30,3062,73,32.0,1,1740.08,0.0,437.0,181.0,0.0,39,17,0
4947,5,1052,205,53.0,0,0.0,0.0,0.0,-999.0,363.0,30,72,1
70,121,2733,222,23.0,0,557.44,0.0,752.0,25.0,0.0,19,41,0
3810,30,2479,49,55.0,1,800.0,0.0,443.0,108.0,1.0,56,38,0
4544,40,1812,52,45.0,0,0.0,0.0,0.0,-999.0,7.0,77,54,1
3472,30,3224,213,31.0,0,515.0,0.0,652.0,73.0,28.0,56,38,0
1481,121,197,301,31.0,1,2085.0,0.0,0.0,258.0,159.0,16,56,0
3219,0,1815,114,36.0,0,3933.25,0.0,818.0,109.0,320.0,77,30,0
99,0,958,219,50.0,1,0.0,0.0,813.0,-999.0,827.0,56,38,1
1157,30,683,249,56.0,0,0.0,0.0,0.0,-999.0,138.0,56,38,1
4236,180,973,256,27.0,0,667.0,400.0,552.0,64.0,0.0,56,51,0
3312,30,1815,285,43.0,0,0.0,0.0,0.0,-999.0,500.0,77,54,1
2720,0,179,135,39.0,0,461.27,0.0,0.0,72.0,141.0,56,26,0
4545,35,2055,26,77.0,1,0.0,0.0,0.0,-999.0,35.0,56,26,1
3773,93,1815,73,39.0,1,0.0,0.0,0.0,-999.0,487.0,39,17,1
402,60,2453,311,53.0,1,0.0,0.0,0.0,-999.0,178.0,56,2,1
3329,0,2468,83,32.0,1,376.48,0.0,493.0,18.0,181.0,16,20,0
3756,60,3564,145,21.0,1,564.43,0.0,0.0,11.0,0.0,58,2,0
1219,0,465,267,37.0,0,0.0,0.0,767.0,-999.0,510.0,56,38,1
4595,89,1741,49,25.0,1,0.0,0.0,395.0,-999.0,0.0,56,38,1
1891,96,153,81,57.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
4115,30,3433,35,30.0,1,3990.7,0.0,0.0,143.0,159.0,56,38,0
3240,60,3314,37,31.0,1,0.0,0.0,0.0,-999.0,500.0,56,38,1
713,0,3298,316,49.0,0,376.48,0.0,642.0,177.0,183.0,56,2,0
1134,0,3564,27,31.0,0,630.0,0.0,660.0,70.0,0.0,56,26,0
4777,30,3564,83,38.0,1,488.8,0.0,480.0,42.0,0.0,16,20,0
2865,0,2411,267,45.0,0,0.0,0.0,723.0,-999.0,873.0,56,38,1
3603,180,2836,35,28.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1071,0,973,267,38.0,0,0.0,0.0,821.0,-999.0,524.0,56,38,1
2552,0,1608,285,35.0,0,0.0,0.0,0.0,-999.0,0.0,77,54,1
390,0,1815,37,32.0,1,0.0,0.0,0.0,-999.0,645.0,56,38,1
2168,0,1726,12,32.0,1,0.0,0.0,0.0,-999.0,217.0,18,60,1
163,152,3564,35,32.0,1,3800.0,0.0,828.0,87.0,0.0,56,38,0
1965,0,2366,73,57.0,1,0.0,0.0,0.0,-999.0,540.0,39,17,1
3342,96,9,221,66.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2463,0,2590,167,41.0,1,0.0,0.0,529.0,-999.0,352.0,56,38,1
382,176,1023,239,47.0,1,0.0,0.0,0.0,-999.0,190.0,56,38,1
4017,60,3564,316,46.0,1,1233.0,0.0,681.0,68.0,0.0,56,2,0
736,151,1815,88,60.0,1,3245.5,0.0,601.0,425.0,259.0,16,21,0
3968,0,570,52,72.0,0,0.0,0.0,794.0,-999.0,492.0,77,54,1
3639,60,2396,59,46.0,1,376.48,0.0,0.0,28.0,0.0,21,19,0
833,0,1815,317,61.0,1,4850.0,0.0,497.0,495.0,161.0,16,8,0
3469,0,2590,34,25.0,0,0.0,0.0,445.0,-999.0,358.0,56,51,1
545,43,3014,146,25.0,0,653.12,0.0,484.0,36.0,128.0,56,38,0
1055,121,1815,188,59.0,1,2993.0,0.0,0.0,-999.0,396.0,56,49,0
2867,37,360,256,57.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
4975,0,381,37,51.0,1,0.0,0.0,787.0,-999.0,464.0,56,38,1
1024,93,3108,243,30.0,1,1500.0,0.0,0.0,68.0,166.0,21,19,0
4643,30,2479,229,46.0,0,500.0,0.0,705.0,62.0,0.0,56,26,0
79,0,3147,267,34.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4510,30,2630,300,29.0,1,575.0,0.0,486.0,13.0,1.0,56,38,0
2482,30,2701,216,31.0,0,530.36,0.0,324.0,37.0,22.0,55,70,0
4129,33,2534,118,52.0,1,0.0,0.0,0.0,-999.0,0.0,32,72,1
3167,0,2065,67,75.0,1,0.0,0.0,0.0,-999.0,569.0,6,63,1
2016,0,544,277,59.0,0,0.0,0.0,768.0,-999.0,915.0,56,38,1
4556,124,2850,35,28.0,1,0.0,0.0,0.0,-999.0,231.0,56,38,1
1386,0,2758,219,37.0,0,0.0,0.0,0.0,-999.0,160.0,56,38,1
4198,63,1164,216,56.0,1,0.0,0.0,457.0,-999.0,0.0,55,70,1
3418,1,1734,37,28.0,0,1460.14,0.0,629.0,84.0,130.0,56,38,0
3351,242,376,37,35.0,1,1000.0,0.0,664.0,96.0,0.0,56,38,0
299,33,1083,81,63.0,1,0.0,0.0,0.0,-999.0,13.0,21,19,1
2359,0,945,285,55.0,1,432.5,0.0,0.0,49.0,601.0,77,54,0
1162,66,1511,256,63.0,0,0.0,0.0,0.0,-999.0,434.0,56,51,1
581,30,454,144,30.0,1,600.0,0.0,0.0,74.0,0.0,56,51,0
992,5,531,144,56.0,0,0.0,0.0,0.0,-999.0,192.0,56,51,1
4188,31,1352,256,41.0,1,6000.0,0.0,617.0,81.0,209.0,56,51,0
4485,0,3135,167,53.0,1,1147.33,0.0,852.0,116.0,0.0,56,38,0
3609,167,3348,33,36.0,0,501.28,0.0,821.0,16.0,264.0,56,51,0
892,0,1868,267,33.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1318,0,2801,17,28.0,0,621.92,0.0,855.0,17.0,317.0,55,61,0
928,0,2315,300,41.0,1,0.0,0.0,0.0,-999.0,137.0,56,38,1
4232,30,510,67,58.0,1,1157.0,0.0,895.0,336.0,30.0,6,63,0
2864,0,610,37,77.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
373,30,711,300,31.0,0,650.0,0.0,428.0,54.0,188.0,56,38,0
3998,0,1955,196,37.0,1,1342.14,0.0,779.0,126.0,355.0,56,51,0
3587,33,3558,59,35.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
1321,124,908,83,57.0,1,0.0,0.0,0.0,-999.0,0.0,16,20,1
1029,30,3517,145,27.0,0,640.0,0.0,481.0,21.0,137.0,56,2,0
3056,5,29,83,71.0,0,0.0,0.0,0.0,-999.0,102.0,16,20,1
4902,30,3107,267,46.0,1,25000.0,0.0,791.0,147.0,444.0,56,38,0
2481,30,3564,17,29.0,1,1400.0,0.0,644.0,25.0,0.0,55,61,0
2610,60,3249,69,27.0,0,500.0,0.0,0.0,50.0,112.0,56,15,0
2721,0,562,181,32.0,0,798.0,0.0,697.0,37.0,420.0,39,17,0
2686,30,3181,167,29.0,0,650.0,0.0,490.0,112.0,0.0,56,38,0
1628,186,2498,300,50.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4085,60,703,34,42.0,1,1400.0,0.0,831.0,27.0,205.0,56,51,0
1010,30,876,300,43.0,1,488.8,0.0,509.0,76.0,144.0,56,38,0
2094,0,945,83,40.0,0,0.0,0.0,0.0,-999.0,887.0,16,20,1
690,180,1109,37,38.0,1,2630.79,0.0,0.0,88.0,0.0,56,38,0
3695,0,3224,201,43.0,0,530.4,0.0,525.0,14.0,676.0,39,17,0
4579,0,1815,144,61.0,1,0.0,0.0,0.0,-999.0,402.0,56,51,1
1536,0,1232,300,30.0,0,615.25,0.0,606.0,35.0,232.0,56,38,0
2996,0,2161,259,41.0,0,476.63,0.0,0.0,25.0,4.0,21,19,0
4803,0,1815,167,50.0,1,0.0,0.0,0.0,-999.0,581.0,56,38,1
4954,89,1815,285,49.0,0,2107.0,0.0,695.0,86.0,388.0,77,54,0
1937,0,27,83,79.0,1,0.0,0.0,0.0,-999.0,565.0,16,20,1
1026,0,2046,216,50.0,1,0.0,0.0,565.0,-999.0,0.0,55,70,1
2278,61,704,8,52.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
3059,0,29,49,74.0,0,0.0,0.0,0.0,-999.0,569.0,56,38,1
3749,0,3125,35,48.0,0,0.0,0.0,0.0,-999.0,741.0,56,38,1
455,30,1718,237,41.0,0,1769.54,0.0,688.0,-999.0,165.0,39,39,0
3394,30,1865,219,46.0,0,0.0,0.0,0.0,-999.0,276.0,56,38,1
1,0,3292,267,53.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4128,0,1210,213,29.0,0,481.84,0.0,767.0,53.0,321.0,56,38,0
4508,36,2387,144,49.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
4906,60,921,256,46.0,1,1000.0,0.0,650.0,79.0,0.0,56,51,0
77,0,1261,83,25.0,1,0.0,0.0,527.0,-999.0,302.0,16,20,1
3101,180,1804,167,42.0,0,428.0,0.0,537.0,68.0,0.0,56,38,0
3917,0,836,182,26.0,1,621.5,0.0,599.0,16.0,242.0,42,34,0
1752,152,1902,300,32.0,1,671.84,0.0,767.0,27.0,0.0,56,38,0
3064,0,1815,150,48.0,1,1771.75,0.0,703.0,219.0,635.0,16,8,0
2249,0,247,285,27.0,1,0.0,0.0,758.0,-999.0,388.0,77,54,1
1887,30,1080,146,35.0,1,1236.0,0.0,756.0,136.0,0.0,56,38,0
1880,0,1738,146,48.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1017,0,659,243,36.0,1,824.96,0.0,609.0,14.0,205.0,21,19,0
3571,0,2565,46,34.0,1,0.0,0.0,0.0,-999.0,0.0,16,8,1
432,0,1815,170,53.0,1,2766.83,0.0,885.0,219.0,624.0,16,20,0
2888,60,3353,300,37.0,1,1955.0,0.0,572.0,86.0,159.0,56,38,0
333,66,3564,239,64.0,0,0.0,0.0,0.0,-999.0,342.0,56,38,1
3696,30,3199,37,30.0,0,1750.0,0.0,671.0,44.0,159.0,56,38,0
3264,0,440,83,32.0,0,1441.0,0.0,902.0,112.0,670.0,16,20,0
483,33,987,144,52.0,0,0.0,0.0,0.0,-999.0,314.0,56,51,1
3931,89,1815,235,38.0,0,2300.41,0.0,863.0,107.0,0.0,16,21,0
1148,0,3068,146,30.0,0,550.0,0.0,765.0,57.0,17.0,56,38,0
301,0,2366,61,45.0,0,0.0,0.0,0.0,-999.0,459.0,19,41,1
3850,0,1815,68,50.0,0,7166.0,0.0,670.0,-999.0,0.0,26,14,0
1164,33,2809,35,55.0,1,0.0,0.0,0.0,-999.0,256.0,56,38,1
1433,0,1125,146,29.0,0,565.0,0.0,511.0,64.0,293.0,56,38,0
618,0,1158,135,38.0,0,501.28,0.0,687.0,60.0,569.0,56,26,0
3236,668,1967,267,39.0,1,3500.0,0.0,788.0,88.0,0.0,56,38,0
3247,30,2479,213,24.0,1,550.0,0.0,742.0,1.0,0.0,56,38,0
1885,30,1175,300,33.0,1,825.0,0.0,659.0,61.0,159.0,56,38,0
3966,30,742,145,31.0,0,1045.0,0.0,799.0,49.0,188.0,56,2,0
632,0,2590,35,29.0,1,0.0,0.0,667.0,-999.0,839.0,56,38,1
763,0,3512,10,32.0,1,4394.41,0.0,914.0,78.0,662.0,56,38,0
35,123,945,174,32.0,0,570.0,0.0,775.0,26.0,133.0,42,31,0
3022,0,2590,167,25.0,0,0.0,0.0,612.0,-999.0,163.0,56,38,1
3070,30,1447,263,28.0,0,557.44,0.0,555.0,26.0,48.0,58,49,0
3691,0,930,317,30.0,1,723.84,0.0,530.0,46.0,5.0,16,8,0
4684,33,2159,317,35.0,0,0.0,0.0,0.0,-999.0,130.0,16,8,1
4030,121,1676,37,36.0,1,5500.0,0.0,805.0,107.0,0.0,56,38,0
2543,45,680,70,21.0,1,700.0,0.0,364.0,19.0,4.0,56,38,0
3432,152,3377,241,50.0,1,517.0,0.0,507.0,85.0,0.0,16,5,0
4168,0,1985,256,42.0,0,7260.26,0.0,973.0,83.0,653.0,56,51,0
3135,30,1099,167,29.0,1,800.0,0.0,596.0,83.0,0.0,56,38,0
4854,0,3428,216,57.0,0,0.0,0.0,0.0,-999.0,0.0,55,70,1
1928,0,1437,70,38.0,1,886.0,0.0,790.0,190.0,85.0,56,38,0
4741,33,1838,146,46.0,1,0.0,0.0,0.0,-999.0,22.0,56,38,1
2106,30,968,35,32.0,0,925.0,0.0,544.0,84.0,129.0,56,38,0
1648,47,2395,242,47.0,1,0.0,0.0,0.0,-999.0,0.0,56,26,1
2712,0,2064,300,73.0,0,275.0,0.0,754.0,-999.0,763.0,56,38,1
277,13,2590,184,26.0,0,0.0,0.0,529.0,-999.0,0.0,16,21,1
1905,0,2065,231,75.0,1,0.0,0.0,0.0,-999.0,524.0,18,59,1
2253,0,3100,10,49.0,1,0.0,0.0,564.0,-999.0,374.0,56,38,1
2911,0,1405,310,49.0,1,0.0,0.0,0.0,-999.0,0.0,74,72,1
3903,33,81,146,52.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2703,63,3463,216,23.0,1,0.0,0.0,0.0,-999.0,1.0,55,70,1
4523,30,1279,10,32.0,0,425.0,0.0,394.0,98.0,7.0,56,38,0
1390,30,2017,243,44.0,0,1000.0,0.0,433.0,148.0,391.0,21,19,0
1007,0,450,267,35.0,0,5355.0,2677.48,941.0,77.0,496.0,56,38,0
2690,0,3564,271,39.0,1,600.0,0.0,741.0,100.0,376.0,39,17,0
4870,0,25,69,76.0,0,0.0,0.0,0.0,-999.0,510.0,56,15,1
847,30,1712,277,56.0,1,731.92,0.0,879.0,117.0,16.0,56,38,0
3867,33,203,267,38.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4600,163,2245,150,25.0,0,1500.0,0.0,781.0,32.0,89.0,16,8,0
1329,30,419,219,33.0,0,1600.0,0.0,810.0,63.0,110.0,56,38,0
337,152,1554,175,33.0,1,432.64,0.0,881.0,33.0,0.0,42,31,0
3670,0,27,249,72.0,0,0.0,0.0,0.0,-999.0,747.0,56,38,1
4137,0,1470,199,38.0,1,2600.0,0.0,0.0,99.0,285.0,35,72,0
320,40,192,35,38.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2230,30,1108,316,26.0,1,525.0,0.0,626.0,59.0,1.0,56,2,0
1601,0,1193,10,49.0,1,0.0,0.0,785.0,-999.0,429.0,56,38,1
2628,152,2218,28,24.0,1,1131.66,0.0,401.0,48.0,0.0,21,19,0
4174,0,3142,152,32.0,1,0.0,0.0,0.0,-999.0,0.0,56,4,1
1279,0,2410,101,27.0,1,557.44,0.0,0.0,42.0,50.0,18,59,0
4399,0,878,146,43.0,0,0.0,0.0,0.0,-999.0,222.0,56,38,1
760,60,2773,145,22.0,1,850.0,0.0,545.0,51.0,0.0,56,2,0
2945,91,3403,70,33.0,0,560.14,0.0,443.0,29.0,0.0,56,38,0
4511,133,136,300,54.0,1,550.0,0.0,485.0,16.0,128.0,56,38,0
2081,0,3564,256,36.0,0,2000.0,0.0,782.0,108.0,390.0,56,51,0
2645,91,2127,16,31.0,0,530.4,0.0,752.0,18.0,190.0,56,51,0
2538,30,364,300,26.0,1,500.0,0.0,613.0,25.0,65.0,56,38,0
2781,5,1089,285,44.0,1,0.0,0.0,0.0,-999.0,0.0,77,54,1
1413,35,2075,300,24.0,1,530.4,0.0,434.0,26.0,33.0,56,38,0
3977,0,266,267,81.0,0,0.0,0.0,0.0,-999.0,416.0,56,38,1
3541,0,173,300,27.0,1,646.0,0.0,807.0,57.0,95.0,56,38,0
2941,30,3323,97,47.0,0,700.0,0.0,749.0,200.0,144.0,56,38,0
151,60,1815,46,27.0,0,5328.16,0.0,815.0,114.0,213.0,16,8,0
3707,33,3564,73,60.0,1,0.0,0.0,0.0,-999.0,43.0,39,17,1
4896,0,205,83,40.0,1,0.0,0.0,0.0,-999.0,698.0,16,20,1
3511,211,1815,4,33.0,1,3994.66,0.0,717.0,74.0,0.0,16,16,0
65,0,1815,222,56.0,1,1970.0,0.0,0.0,222.0,106.0,19,41,0
4590,30,1757,70,23.0,1,671.84,0.0,0.0,24.0,0.0,56,38,0
4089,0,2106,316,35.0,0,0.0,0.0,570.0,-999.0,253.0,56,2,1
273,0,945,18,34.0,1,1053.0,0.0,800.0,20.0,224.0,16,8,0
2699,30,2540,83,44.0,0,3058.5,0.0,515.0,67.0,159.0,16,20,0
3890,0,2186,35,45.0,0,0.0,0.0,614.0,-999.0,617.0,56,38,1
3148,0,3059,140,41.0,0,600.0,0.0,673.0,69.0,219.0,58,18,0
3405,31,2504,69,35.0,1,3450.0,0.0,683.0,96.0,179.0,56,15,0
1604,133,2029,16,31.0,1,650.0,0.0,655.0,14.0,128.0,56,51,0
4681,0,2065,221,67.0,0,653.14,0.0,0.0,1314.0,524.0,56,38,0
2975,60,3564,81,30.0,0,1100.0,0.0,733.0,25.0,174.0,21,19,0
3519,60,120,69,31.0,1,557.44,0.0,670.0,36.0,0.0,56,15,0
799,180,1267,216,31.0,1,1120.67,0.0,585.0,74.0,0.0,55,70,0
2337,38,2383,163,29.0,1,0.0,0.0,0.0,-999.0,221.0,42,33,1
1442,33,3145,311,36.0,1,0.0,0.0,0.0,-999.0,0.0,56,2,1
1652,30,1421,49,26.0,0,621.1,0.0,599.0,31.0,49.0,56,38,0
4733,0,1815,303,50.0,1,6874.0,0.0,0.0,-999.0,238.0,56,15,0
3005,30,1407,81,34.0,0,1000.0,0.0,643.0,68.0,211.0,21,19,0
3282,73,1752,10,30.0,1,0.0,0.0,583.0,-999.0,0.0,56,38,1
1952,0,1262,216,30.0,0,800.0,0.0,575.0,35.0,494.0,55,70,0
3411,5,929,88,56.0,1,0.0,0.0,0.0,-999.0,31.0,16,21,1
600,30,1815,221,44.0,0,1763.58,0.0,368.0,88.0,166.0,16,20,0
1591,32,2612,167,41.0,0,0.0,0.0,0.0,-999.0,229.0,56,38,1
4598,119,3508,100,56.0,1,0.0,0.0,0.0,-999.0,0.0,56,26,1
233,0,2071,256,65.0,1,0.0,0.0,0.0,-999.0,222.0,56,51,1
3116,33,305,37,47.0,1,0.0,0.0,0.0,-999.0,454.0,56,38,1
4715,152,333,256,26.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
283,0,2527,209,29.0,0,1259.2,0.0,615.0,44.0,29.0,58,2,0
2508,30,1038,81,42.0,1,715.0,0.0,924.0,101.0,4.0,21,19,0
2563,121,1048,35,25.0,1,830.12,0.0,696.0,54.0,0.0,56,38,0
2279,68,2146,135,33.0,1,0.0,0.0,0.0,-999.0,0.0,56,26,1
3424,0,2014,124,44.0,1,0.0,0.0,0.0,-999.0,0.0,72,72,1
1417,0,26,290,76.0,1,0.0,0.0,0.0,-999.0,580.0,77,55,1
4951,0,1815,241,71.0,1,1680.41,0.0,803.0,153.0,361.0,16,5,0
4455,0,29,163,73.0,0,0.0,0.0,0.0,-999.0,538.0,42,33,1
2771,60,2838,315,26.0,0,743.0,0.0,559.0,47.0,0.0,56,10,0
1292,0,2724,144,69.0,0,0.0,0.0,0.0,-999.0,0.0,56,51,1
902,116,1815,213,35.0,0,600.0,0.0,587.0,107.0,0.0,56,38,0
917,60,3162,256,26.0,0,800.0,0.0,947.0,80.0,110.0,56,51,0
1454,0,1656,239,30.0,0,1850.0,0.0,541.0,84.0,210.0,56,38,0
75,0,3440,148,49.0,1,725.0,0.0,673.0,123.0,148.0,39,17,0
1346,0,3545,148,34.0,0,0.0,0.0,654.0,-999.0,147.0,39,17,1
1744,40,620,267,51.0,0,0.0,0.0,0.0,-999.0,360.0,56,38,1
1465,0,2740,231,28.0,1,800.0,0.0,488.0,62.0,30.0,18,59,0
2913,0,1815,10,38.0,0,0.0,0.0,0.0,-999.0,403.0,56,38,1
3573,0,425,39,52.0,1,4872.87,0.0,0.0,234.0,100.0,7,72,0
2185,0,386,316,34.0,1,1310.4,0.0,601.0,53.0,454.0,56,2,0
4110,0,1815,17,61.0,0,0.0,0.0,0.0,-999.0,441.0,55,61,1
3624,61,1815,318,42.0,1,0.0,0.0,0.0,-999.0,246.0,78,72,1
3086,0,383,17,61.0,1,3064.0,0.0,934.0,202.0,379.0,55,61,0
3604,0,980,33,30.0,0,500.0,0.0,669.0,81.0,3.0,56,51,0
3606,0,2062,146,75.0,0,0.0,0.0,0.0,-999.0,506.0,18,60,1
4294,180,3564,16,31.0,1,732.8,0.0,364.0,28.0,0.0,56,51,0
3171,0,1046,146,46.0,1,0.0,0.0,787.0,-999.0,488.0,56,38,1
2110,133,3183,219,42.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
930,59,1637,35,29.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1264,0,208,167,24.0,0,1240.0,0.0,661.0,50.0,587.0,56,38,0
2186,30,3089,17,38.0,1,885.36,0.0,647.0,75.0,9.0,55,61,0
672,89,2519,300,36.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
37,0,2457,229,34.0,0,0.0,0.0,603.0,-999.0,416.0,58,18,1
4039,30,3550,35,48.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2425,0,1815,201,55.0,1,1724.66,0.0,708.0,156.0,675.0,39,17,0
1755,0,2377,148,45.0,1,1302.8,0.0,937.0,264.0,668.0,39,17,0
1482,0,3142,267,31.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4058,152,3280,90,28.0,1,600.0,0.0,699.0,16.0,106.0,56,26,0
2276,60,2365,213,54.0,1,2200.0,0.0,571.0,90.0,182.0,56,38,0
2772,0,1815,37,42.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4710,30,2527,145,26.0,0,600.0,0.0,702.0,78.0,1.0,56,2,0
946,0,29,259,74.0,0,0.0,0.0,0.0,-999.0,747.0,21,19,1
4396,30,3564,17,39.0,1,1550.15,0.0,564.0,76.0,0.0,55,61,0
2806,30,933,211,36.0,1,755.04,0.0,723.0,25.0,1.0,56,51,0
1961,60,411,167,28.0,1,1070.07,0.0,896.0,55.0,0.0,56,38,0
3207,0,1169,316,46.0,1,1524.0,0.0,795.0,291.0,483.0,58,2,0
1770,0,1144,300,37.0,1,488.8,0.0,807.0,76.0,78.0,56,38,0
592,0,3367,216,30.0,1,712.48,0.0,689.0,44.0,308.0,55,70,0
